index	index_p	rindex	rindex_p	cogid	id_Eryuan	segment_Eryuan	segment_Eryuan_L1	segment_Eryuan_L2	segment_Eryuan_L3	segment_Eryuan_R1	segment_Eryuan_R2	segment_Eryuan_R3	SC_Eryuan	SC_Eryuan_L1	SC_Eryuan_L2	SC_Eryuan_L3	SC_Eryuan_R1	SC_Eryuan_R2	SC_Eryuan_R3	PROSODY_Eryuan	PROSODY_Eryuan_L1	PROSODY_Eryuan_L2	PROSODY_Eryuan_L3	PROSODY_Eryuan_R1	PROSODY_Eryuan_R2	PROSODY_Eryuan_R3	id_Heqing	segment_Heqing	segment_Heqing_L1	segment_Heqing_L2	segment_Heqing_L3	segment_Heqing_R1	segment_Heqing_R2	segment_Heqing_R3	SC_Heqing	SC_Heqing_L1	SC_Heqing_L2	SC_Heqing_L3	SC_Heqing_R1	SC_Heqing_R2	SC_Heqing_R3	PROSODY_Heqing	PROSODY_Heqing_L1	PROSODY_Heqing_L2	PROSODY_Heqing_L3	PROSODY_Heqing_R1	PROSODY_Heqing_R2	PROSODY_Heqing_R3	id_Jianchuan	segment_Jianchuan	segment_Jianchuan_L1	segment_Jianchuan_L2	segment_Jianchuan_L3	segment_Jianchuan_R1	segment_Jianchuan_R2	segment_Jianchuan_R3	SC_Jianchuan	SC_Jianchuan_L1	SC_Jianchuan_L2	SC_Jianchuan_L3	SC_Jianchuan_R1	SC_Jianchuan_R2	SC_Jianchuan_R3	PROSODY_Jianchuan	PROSODY_Jianchuan_L1	PROSODY_Jianchuan_L2	PROSODY_Jianchuan_L3	PROSODY_Jianchuan_R1	PROSODY_Jianchuan_R2	PROSODY_Jianchuan_R3	id_Lanping	segment_Lanping	segment_Lanping_L1	segment_Lanping_L2	segment_Lanping_L3	segment_Lanping_R1	segment_Lanping_R2	segment_Lanping_R3	SC_Lanping	SC_Lanping_L1	SC_Lanping_L2	SC_Lanping_L3	SC_Lanping_R1	SC_Lanping_R2	SC_Lanping_R3	PROSODY_Lanping	PROSODY_Lanping_L1	PROSODY_Lanping_L2	PROSODY_Lanping_L3	PROSODY_Lanping_R1	PROSODY_Lanping_R2	PROSODY_Lanping_R3	id_Luobenzhuo	segment_Luobenzhuo	segment_Luobenzhuo_L1	segment_Luobenzhuo_L2	segment_Luobenzhuo_L3	segment_Luobenzhuo_R1	segment_Luobenzhuo_R2	segment_Luobenzhuo_R3	SC_Luobenzhuo	SC_Luobenzhuo_L1	SC_Luobenzhuo_L2	SC_Luobenzhuo_L3	SC_Luobenzhuo_R1	SC_Luobenzhuo_R2	SC_Luobenzhuo_R3	PROSODY_Luobenzhuo	PROSODY_Luobenzhuo_L1	PROSODY_Luobenzhuo_L2	PROSODY_Luobenzhuo_L3	PROSODY_Luobenzhuo_R1	PROSODY_Luobenzhuo_R2	PROSODY_Luobenzhuo_R3	id_Qiliqiao	segment_Qiliqiao	segment_Qiliqiao_L1	segment_Qiliqiao_L2	segment_Qiliqiao_L3	segment_Qiliqiao_R1	segment_Qiliqiao_R2	segment_Qiliqiao_R3	SC_Qiliqiao	SC_Qiliqiao_L1	SC_Qiliqiao_L2	SC_Qiliqiao_L3	SC_Qiliqiao_R1	SC_Qiliqiao_R2	SC_Qiliqiao_R3	PROSODY_Qiliqiao	PROSODY_Qiliqiao_L1	PROSODY_Qiliqiao_L2	PROSODY_Qiliqiao_L3	PROSODY_Qiliqiao_R1	PROSODY_Qiliqiao_R2	PROSODY_Qiliqiao_R3	id_Xiangyun	segment_Xiangyun	segment_Xiangyun_L1	segment_Xiangyun_L2	segment_Xiangyun_L3	segment_Xiangyun_R1	segment_Xiangyun_R2	segment_Xiangyun_R3	SC_Xiangyun	SC_Xiangyun_L1	SC_Xiangyun_L2	SC_Xiangyun_L3	SC_Xiangyun_R1	SC_Xiangyun_R2	SC_Xiangyun_R3	PROSODY_Xiangyun	PROSODY_Xiangyun_L1	PROSODY_Xiangyun_L2	PROSODY_Xiangyun_L3	PROSODY_Xiangyun_R1	PROSODY_Xiangyun_R2	PROSODY_Xiangyun_R3	id_Yunlong	segment_Yunlong	segment_Yunlong_L1	segment_Yunlong_L2	segment_Yunlong_L3	segment_Yunlong_R1	segment_Yunlong_R2	segment_Yunlong_R3	SC_Yunlong	SC_Yunlong_L1	SC_Yunlong_L2	SC_Yunlong_L3	SC_Yunlong_R1	SC_Yunlong_R2	SC_Yunlong_R3	PROSODY_Yunlong	PROSODY_Yunlong_L1	PROSODY_Yunlong_L2	PROSODY_Yunlong_L3	PROSODY_Yunlong_R1	PROSODY_Yunlong_R2	PROSODY_Yunlong_R3	id_Zhoucheng	segment_Zhoucheng	segment_Zhoucheng_L1	segment_Zhoucheng_L2	segment_Zhoucheng_L3	segment_Zhoucheng_R1	segment_Zhoucheng_R2	segment_Zhoucheng_R3	SC_Zhoucheng	SC_Zhoucheng_L1	SC_Zhoucheng_L2	SC_Zhoucheng_L3	SC_Zhoucheng_R1	SC_Zhoucheng_R2	SC_Zhoucheng_R3	PROSODY_Zhoucheng	PROSODY_Zhoucheng_L1	PROSODY_Zhoucheng_L2	PROSODY_Zhoucheng_L3	PROSODY_Zhoucheng_R1	PROSODY_Zhoucheng_R2	PROSODY_Zhoucheng_R3
3	1.0000	1	0.3333	983	259	⁴²	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																							260	⁴²	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	261	³¹	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																													262	⁴²	i	tɕ	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅	263	³¹	ɛ	k	∅	∅	∅	∅	_	E	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	264	⁴²	i	kʲ	∅	∅	∅	∅	_	I	K	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.3333	3	1.0000	985	265	t	∅	∅	∅	e	³³	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																													266	t	∅	∅	∅	ẽ	⁴²	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	267	t	∅	∅	∅	ẽ	³³	∅	T	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																																																																								
2	0.6667	2	0.6667	985	265	e	t	∅	∅	³³	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													266	ẽ	t	∅	∅	⁴²	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	267	ẽ	t	∅	∅	³³	∅	∅	E	T	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																								
3	1.0000	1	0.3333	985	265	³³	e	t	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													266	⁴²	ẽ	t	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	267	³³	ẽ	t	∅	∅	∅	∅	_	E	T	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	1017																																																																																									268	ʐ	∅	∅	∅	a	⁴²	∅	S	∅	∅	∅	A	_	∅	3	∅	∅	∅	7	0	∅																							269	z	∅	∅	∅	a	³¹	∅	S	∅	∅	∅	A	_	∅	3	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	1017																																																																																									268	a	ʐ	∅	∅	⁴²	∅	∅	A	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							269	a	z	∅	∅	³¹	∅	∅	A	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	1017																																																																																									268	⁴²	a	ʐ	∅	∅	∅	∅	_	A	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							269	³¹	a	z	∅	∅	∅	∅	_	A	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	1036	270	m	∅	∅	∅	a	³⁵	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																																																																																																																																					271	m	∅	∅	∅	a	³⁵	∅	M	∅	∅	∅	A	_	∅	4	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	1036	270	a	m	∅	∅	³⁵	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																																																																																																																					271	a	m	∅	∅	³⁵	∅	∅	A	M	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	1036	270	³⁵	a	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																																																																																																																					271	³⁵	a	m	∅	∅	∅	∅	_	A	M	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																						
1	0.3333	3	1.0000	1038	272	ɲ	∅	∅	∅	i	²¹	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅																																																																																																																																					273	ɲ	∅	∅	∅	i	²¹	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅	274	ɲ	∅	∅	∅	i	³³	∅	N	∅	∅	∅	I	_	∅	4	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1038	272	i	ɲ	∅	∅	²¹	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																																																																																																																					273	i	ɲ	∅	∅	²¹	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅	274	i	ɲ	∅	∅	³³	∅	∅	I	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1038	272	²¹	i	ɲ	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																																																																																																																					273	²¹	i	ɲ	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅	274	³³	i	ɲ	∅	∅	∅	∅	_	I	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅
1	0.3333	3	1.0000	1039																							275	s	∅	∅	∅	ɿ	⁵⁵	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	276	s	∅	∅	∅	ɿ	⁵⁵	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅	277	s	∅	∅	∅	ɿ	⁵⁵	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅																							278	s	∅	∅	∅	ɤ	⁵⁵	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																																													279	s	∅	∅	∅	ɿ	⁵⁵	∅	S	∅	∅	∅	I	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1039																							275	ɿ	s	∅	∅	⁵⁵	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	276	ɿ	s	∅	∅	⁵⁵	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	277	ɿ	s	∅	∅	⁵⁵	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							278	ɤ	s	∅	∅	⁵⁵	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																													279	ɿ	s	∅	∅	⁵⁵	∅	∅	I	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1039																							275	⁵⁵	ɿ	s	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	276	⁵⁵	ɿ	s	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	277	⁵⁵	ɿ	s	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							278	⁵⁵	ɤ	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																													279	⁵⁵	ɿ	s	∅	∅	∅	∅	_	I	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.3333	3	1.0000	1041																							280	j	∅	∅	∅	ɤ	³³	∅	J	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅	281	j	∅	∅	∅	ɤ̃	³³	∅	J	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅																																													282	n	∅	∅	∅	ɤ	³³	∅	N	∅	∅	∅	E	_	∅	4	∅	∅	∅	7	0	∅																																																																		
2	0.6667	2	0.6667	1041																							280	ɤ	j	∅	∅	³³	∅	∅	E	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	281	ɤ̃	j	∅	∅	³³	∅	∅	E	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																																													282	ɤ	n	∅	∅	³³	∅	∅	E	N	∅	∅	_	∅	∅	7	4	∅	∅	0	∅	∅																																																																		
3	1.0000	1	0.3333	1041																							280	³³	ɤ	j	∅	∅	∅	∅	_	E	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	281	³³	ɤ̃	j	∅	∅	∅	∅	_	E	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																																													282	³³	ɤ	n	∅	∅	∅	∅	_	E	N	∅	∅	∅	∅	0	7	4	∅	∅	∅	∅																																																																		
1	0.2500	4	1.0000	1163	283	pʰ	∅	∅	∅	j	ɔ	³¹	P	∅	∅	∅	J	U	_	1	∅	∅	∅	6	7	0																																																																																									284	pʰ	∅	∅	∅	j	ɔ	³¹	P	∅	∅	∅	J	U	_	1	∅	∅	∅	6	7	0	285	pʰ	∅	∅	∅	j	ɔ	³¹	P	∅	∅	∅	J	U	_	1	∅	∅	∅	6	7	0	286	pʰ	∅	∅	∅	j	ɔ	³¹	P	∅	∅	∅	J	U	_	1	∅	∅	∅	6	7	0	287	pʰ	∅	∅	∅	j	ɔ	³¹	P	∅	∅	∅	J	U	_	1	∅	∅	∅	6	7	0
2	0.5000	3	0.7500	1163	283	j	pʰ	∅	∅	ɔ	³¹	∅	J	P	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅																																																																																									284	j	pʰ	∅	∅	ɔ	³¹	∅	J	P	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅	285	j	pʰ	∅	∅	ɔ	³¹	∅	J	P	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅	286	j	pʰ	∅	∅	ɔ	³¹	∅	J	P	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅	287	j	pʰ	∅	∅	ɔ	³¹	∅	J	P	∅	∅	U	_	∅	6	1	∅	∅	7	0	∅
3	0.7500	2	0.5000	1163	283	ɔ	j	pʰ	∅	³¹	∅	∅	U	J	P	∅	_	∅	∅	7	6	1	∅	0	∅	∅																																																																																									284	ɔ	j	pʰ	∅	³¹	∅	∅	U	J	P	∅	_	∅	∅	7	6	1	∅	0	∅	∅	285	ɔ	j	pʰ	∅	³¹	∅	∅	U	J	P	∅	_	∅	∅	7	6	1	∅	0	∅	∅	286	ɔ	j	pʰ	∅	³¹	∅	∅	U	J	P	∅	_	∅	∅	7	6	1	∅	0	∅	∅	287	ɔ	j	pʰ	∅	³¹	∅	∅	U	J	P	∅	_	∅	∅	7	6	1	∅	0	∅	∅
4	1.0000	1	0.2500	1163	283	³¹	ɔ	j	pʰ	∅	∅	∅	_	U	J	P	∅	∅	∅	0	7	6	1	∅	∅	∅																																																																																									284	³¹	ɔ	j	pʰ	∅	∅	∅	_	U	J	P	∅	∅	∅	0	7	6	1	∅	∅	∅	285	³¹	ɔ	j	pʰ	∅	∅	∅	_	U	J	P	∅	∅	∅	0	7	6	1	∅	∅	∅	286	³¹	ɔ	j	pʰ	∅	∅	∅	_	U	J	P	∅	∅	∅	0	7	6	1	∅	∅	∅	287	³¹	ɔ	j	pʰ	∅	∅	∅	_	U	J	P	∅	∅	∅	0	7	6	1	∅	∅	∅
1	0.3333	3	1.0000	1164																							288	sʰ	∅	∅	∅	e	⁴⁴	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	289	s	∅	∅	∅	e	⁴⁴	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	290	s	∅	∅	∅	e	⁴⁴	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	291	s	∅	∅	∅	æ	⁵⁵	∅	S	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																																																																																								
2	0.6667	2	0.6667	1164																							288	e	sʰ	∅	∅	⁴⁴	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	289	e	s	∅	∅	⁴⁴	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	290	e	s	∅	∅	⁴⁴	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	291	æ	s	∅	∅	⁵⁵	∅	∅	E	S	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																																																																								
3	1.0000	1	0.3333	1164																							288	⁴⁴	e	sʰ	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	289	⁴⁴	e	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	290	⁴⁴	e	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	291	⁵⁵	æ	s	∅	∅	∅	∅	_	E	S	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																																																																								
1	0.3333	3	1.0000	1174	292	p	∅	∅	∅	e	⁴²	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																							293	p	∅	∅	∅	e	⁴²	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅	294	p	∅	∅	∅	e	³³	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																							295	p	∅	∅	∅	e	³²	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																													296	p	∅	∅	∅	e	⁴²	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1174	292	e	p	∅	∅	⁴²	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							293	e	p	∅	∅	⁴²	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅	294	e	p	∅	∅	³³	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							295	e	p	∅	∅	³²	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													296	e	p	∅	∅	⁴²	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1174	292	⁴²	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							293	⁴²	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅	294	³³	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							295	³²	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																													296	⁴²	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅
1	0.2500	4	1.0000	1175																							297	k	∅	∅	∅	w	ã	³⁵	K	∅	∅	∅	W	A	_	1	∅	∅	∅	6	7	0	298	k	∅	∅	∅	w	ã	⁵⁵	K	∅	∅	∅	W	A	_	1	∅	∅	∅	6	7	0																																																																			299	k	∅	∅	∅	w	ã	³⁵	K	∅	∅	∅	W	A	_	1	∅	∅	∅	6	7	0	300	kʰ	∅	∅	∅	-	ao	⁵⁵	K	∅	∅	∅	_	A	_	1	∅	∅	∅	0	7	0																						
2	0.5000	3	0.7500	1175																							297	w	k	∅	∅	ã	³⁵	∅	W	K	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅	298	w	k	∅	∅	ã	⁵⁵	∅	W	K	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅																																																																			299	w	k	∅	∅	ã	³⁵	∅	W	K	∅	∅	A	_	∅	6	1	∅	∅	7	0	∅	300	-	kʰ	∅	∅	ao	⁵⁵	∅	_	K	∅	∅	A	_	∅	0	1	∅	∅	7	0	∅																						
3	0.7500	2	0.5000	1175																							297	ã	w	k	∅	³⁵	∅	∅	A	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	298	ã	w	k	∅	⁵⁵	∅	∅	A	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅																																																																			299	ã	w	k	∅	³⁵	∅	∅	A	W	K	∅	_	∅	∅	7	6	1	∅	0	∅	∅	300	ao	-	kʰ	∅	⁵⁵	∅	∅	A	_	K	∅	_	∅	∅	7	0	1	∅	0	∅	∅																						
4	1.0000	1	0.2500	1175																							297	³⁵	ã	w	k	∅	∅	∅	_	A	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅	298	⁵⁵	ã	w	k	∅	∅	∅	_	A	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅																																																																			299	³⁵	ã	w	k	∅	∅	∅	_	A	W	K	∅	∅	∅	0	7	6	1	∅	∅	∅	300	⁵⁵	ao	-	kʰ	∅	∅	∅	_	A	_	K	∅	∅	∅	0	7	0	1	∅	∅	∅																						
1	0.3333	3	1.0000	1192	301	v	∅	∅	∅	ɤ	²¹	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	302	v	∅	∅	∅	ɤ	²¹	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	303	v	∅	∅	∅	ɤ̃	²¹	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅	304	v	∅	∅	∅	ã	²¹	∅	B	∅	∅	∅	A	_	∅	3	∅	∅	∅	7	0	∅																							305	v	∅	∅	∅	ɤ	²¹	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅																																													306	v	∅	∅	∅	ɤ	²¹	∅	B	∅	∅	∅	E	_	∅	3	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1192	301	ɤ	v	∅	∅	²¹	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	302	ɤ	v	∅	∅	²¹	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	303	ɤ̃	v	∅	∅	²¹	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅	304	ã	v	∅	∅	²¹	∅	∅	A	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																							305	ɤ	v	∅	∅	²¹	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅																																													306	ɤ	v	∅	∅	²¹	∅	∅	E	B	∅	∅	_	∅	∅	7	3	∅	∅	0	∅	∅
3	1.0000	1	0.3333	1192	301	²¹	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	302	²¹	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	303	²¹	ɤ̃	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅	304	²¹	ã	v	∅	∅	∅	∅	_	A	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																							305	²¹	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅																																													306	²¹	ɤ	v	∅	∅	∅	∅	_	E	B	∅	∅	∅	∅	0	7	3	∅	∅	∅	∅
1	0.3333	3	1.0000	1195																																																																																																																																					307	j	∅	∅	∅	ɛ̃	²¹	∅	J	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅	308	ɥ	∅	∅	∅	ɛ	⁴⁴	∅	J	∅	∅	∅	E	_	∅	6	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	1195																																																																																																																																					307	ɛ̃	j	∅	∅	²¹	∅	∅	E	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅	308	ɛ	ɥ	∅	∅	⁴⁴	∅	∅	E	J	∅	∅	_	∅	∅	7	6	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	1195																																																																																																																																					307	²¹	ɛ̃	j	∅	∅	∅	∅	_	E	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅	308	⁴⁴	ɛ	ɥ	∅	∅	∅	∅	_	E	J	∅	∅	∅	∅	0	7	6	∅	∅	∅	∅																						
1	0.3333	3	1.0000	1214	309	p	∅	∅	∅	e	²¹	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																																																																																									310	pʰ	∅	∅	∅	i	²¹	∅	P	∅	∅	∅	I	_	∅	1	∅	∅	∅	7	0	∅																							311	p	∅	∅	∅	e	²¹	∅	P	∅	∅	∅	E	_	∅	1	∅	∅	∅	7	0	∅																						
2	0.6667	2	0.6667	1214	309	e	p	∅	∅	²¹	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																																																																									310	i	pʰ	∅	∅	²¹	∅	∅	I	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																							311	e	p	∅	∅	²¹	∅	∅	E	P	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																						
3	1.0000	1	0.3333	1214	309	²¹	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																																																																																									310	²¹	i	pʰ	∅	∅	∅	∅	_	I	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																							311	²¹	e	p	∅	∅	∅	∅	_	E	P	∅	∅	∅	∅	0	7	1	∅	∅	∅	∅																						
1	0.3333	3	1.0000	1216																							312	ts	∅	∅	∅	ɿ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																																																																									313	ts	∅	∅	∅	ɿ	³³	∅	C	∅	∅	∅	I	_	∅	2	∅	∅	∅	7	0	∅																																												
2	0.6667	2	0.6667	1216																							312	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																																																																									313	ɿ	ts	∅	∅	³³	∅	∅	I	C	∅	∅	_	∅	∅	7	2	∅	∅	0	∅	∅																																												
3	1.0000	1	0.3333	1216																							312	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																																																																									313	³³	ɿ	ts	∅	∅	∅	∅	_	I	C	∅	∅	∅	∅	0	7	2	∅	∅	∅	∅																																												
1	0.3333	3	1.0000	1218																																																																																																															314	kʰ	∅	∅	∅	ɔ	⁵⁵	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅																																													315	kʰ	∅	∅	∅	ɔ	⁵⁵	∅	K	∅	∅	∅	U	_	∅	1	∅	∅	∅	7	0	∅
2	0.6667	2	0.6667	1218																																																																																																															314	ɔ	kʰ	∅	∅	⁵⁵	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅																																													315	ɔ	kʰ	∅	∅	⁵⁵	∅	∅	U	K	∅	∅	_	∅	∅	7	1	∅	∅	0	∅	∅
